TKT,VER,N1A,N1B,N1C,N2A,N2B,N2C,N3A,N3B,N3C,N4A,N4B,N4C,N5A,N5B,N5C,I1,I2,I3,I4,I5,I6,I7,I8,P,U
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner02.ai,nonwinner01.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner03.ai,nonwinner07.ai,1,3
153,26648,,12,8,,28,21,,41,37,,59,47,,69,64,base02.ai,,,,,,,,1,3
376,364,3,,,28,,,42,,,54,,,69,,,base01.ai,,,,,,,,1,3
313,19383,3,,,22,,,44,,,59,,,,72,74,base03.ai,eeyore05.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner09.ai,nonwinner07.ai,1,3
56,15414,15,,,,,,,38,45,,51,55,,,,base03.ai,free02.ai,eeyore03.ai,eeyore04.ai,free05.ai,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner01.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner02.ai,nonwinner08.ai,1,3
171,14149,,8,13,,21,18,,41,39,,59,47,,74,65,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner08.ai,nonwinner05.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner09.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner04.ai,nonwinner05.ai,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
184,5581,,8,1,,26,27,,36,38,,55,49,,74,67,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner07.ai,nonwinner08.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner05.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner01.ai,1,4
41,20858,,5,3,,18,,,34,40,,57,48,,,75,base02.ai,free02_b.ai,free05_a.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner04.ai,nonwinner08.ai,1,4
272,26873,7,,,19,,,35,,,53,,,,,,base01.ai,free05.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner05.ai,nonwinner08.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner09.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner09.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner01.ai,1,1
215,3010,,1,10,,25,16,,34,40,,50,51,,75,66,base02.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner07.ai,1,1
59,12882,15,,,,,,,37,44,,48,54,,,,base03.ai,free02.ai,eeyore03.ai,eeyore04.ai,free05.ai,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner05.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner05.ai,nonwinner02.ai,1,1
29,2567,,3,5,,,21,,34,39,,47,51,,69,,base02.ai,free02_a.ai,free05_b.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner07.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner07.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner09.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner02.ai,nonwinner09.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner03.ai,1,2
364,15051,8,,,27,,,41,,,47,,,66,,,base01.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner01.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner06.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner03.ai,nonwinner02.ai,1,2
24,24597,7,,,,,,,,,49,,,,,,base01.ai,free02.ai,free03.ai,free05.ai,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner06.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner04.ai,nonwinner02.ai,1,2
231,8383,,1,3,,,,33,,,57,,,67,,,base03.ai,eeyore01.ai,free02.ai,,,,,,1,2
226,20229,,4,12,,25,17,,36,32,,57,47,,62,70,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner07.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner05.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner03.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner05.ai,nonwinner01.ai,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
121,7359,8,,,,17,24,37,,,,48,50,,,,base03.ai,eeyore02.ai,eeyore04.ai,free05.ai,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner06.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner04.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner02.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner01.ai,nonwinner08.ai,1,3
397,4503,13,,,23,,,43,,,55,,,70,,,base01.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner08.ai,nonwinner06.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner04.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner07.ai,nonwinner04.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner07.ai,nonwinner08.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner02.ai,1,3
147,15172,,4,2,,25,16,,40,41,,55,56,,62,70,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,winner01.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner05.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner08.ai,1,4
186,19404,,6,14,,25,20,,33,40,,57,46,,65,66,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner08.ai,nonwinner05.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner07.ai,nonwinner09.ai,1,4
120,1053,4,,,,,,44,,,56,,,,,,base01.ai,free02.ai,free05.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner02.ai,nonwinner09.ai,1,4
295,1556,14,,,30,,,37,,,,47,52,,72,73,base03.ai,eeyore04.ai,eeyore05.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
94,4676,,6,13,,21,,,39,43,,51,59,,68,62,base02.ai,free02_b.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner09.ai,nonwinner03.ai,1,4
392,22850,12,,,27,,,42,,,56,,,63,,,base01.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner09.ai,nonwinner02.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner08.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner02.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner09.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner05.ai,1,1
54,4245,,9,15,,,23,,36,31,,48,52,,64,,base02.ai,free02_a.ai,free05_b.ai,,,,,,1,1
15,22379,,,15,,30,,,37,45,,46,57,,,69,base02.ai,free01_a.ai,free02_b.ai,free05_a.ai,,,,,1,1
167,14197,,12,13,,21,16,,32,43,,55,57,,72,67,base02.ai,,,,,,,,1,1
242,13657,15,,,,,,35,,,,52,54,69,,,base03.ai,free02.ai,eeyore04.ai,,,,,,1,1
240,1956,8,,,,,,,43,44,49,,,66,,,base03.ai,free02.ai,eeyore03.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner07.ai,nonwinner09.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
398,2044,12,,,28,,,32,,,56,,,75,,,base01.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner02.ai,nonwinner01.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner09.ai,nonwinner02.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner01.ai,nonwinner08.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner07.ai,1,2
234,22170,,,,19,,,44,,,47,,,,65,73,base03.ai,free01.ai,eeyore05.ai,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner06.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner09.ai,nonwinner01.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner05.ai,1,2
16,1592,,12,14,,16,,,,38,,54,48,,66,,base02.ai,free02_b.ai,free03_a.ai,free05_b.ai,,,,,1,2
353,22928,9,,,23,,,32,,,52,,,63,,,base01.ai,,,,,,,,1,2
36,4496,,1,6,,24,,,31,40,,60,59,,,64,base02.ai,free02_b.ai,free05_a.ai,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner05.ai,nonwinner02.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner06.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner07.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner05.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner07.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
194,11822,,2,6,,27,23,,34,33,,53,49,,61,71,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner09.ai,nonwinner05.ai,1,3
274,14434,11,,,,,,40,,,60,,,72,,,base01.ai,free02.ai,,,,,,,1,3
336,21997,9,,,23,,,,33,41,48,,,66,,,base03.ai,eeyore03.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner07.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner08.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner09.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner02.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner04.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner08.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner04.ai,1,4
75,17063,,10,12,,27,,,38,39,,47,55,,67,69,base02.ai,free02_b.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner05.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner03.ai,nonwinner05.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner07.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner03.ai,nonwinner09.ai,1,4
90,19580,,12,1,,18,,,31,37,,51,55,,70,67,base02.ai,free02_b.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner04.ai,nonwinner05.ai,1,4
38,5657,,2,6,,26,,,,45,,48,56,,61,68,base02.ai,free02_b.ai,free03_a.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner06.ai,nonwinner09.ai,1,4
266,9293,13,,,26,,,32,,,57,,,,,,base01.ai,free05.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner09.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner06.ai,1,1
271,26981,11,,,,,,38,,,51,,,69,,,base01.ai,free02.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner04.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner02.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner07.ai,1,1
125,12076,6,,,,,,,31,45,49,,,,74,75,base03.ai,free02.ai,eeyore03.ai,eeyore05.ai,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner03.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner04.ai,nonwinner05.ai,1,1
259,23714,7,,,22,,,41,,,55,,,,,,base01.ai,free05.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner03.ai,1,1
216,20691,,10,13,,18,28,,41,37,,50,59,,63,71,base02.ai,,,,,,,,1,2
56,15414,15,,,,,,,38,45,,51,55,,,,base03.ai,free02.ai,eeyore03.ai,eeyore04.ai,free05.ai,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner02.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner08.ai,nonwinner04.ai,1,2
10,18338,,15,,,,29,,42,44,,50,60,,71,,base02.ai,free01_b.ai,free02_a.ai,free05_b.ai,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner08.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner06.ai,1,2
339,23451,1,,,16,,,31,,,55,,,,66,75,base03.ai,eeyore05.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
263,16232,3,,,18,,,36,,,55,,,,,,base01.ai,free05.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner07.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner08.ai,nonwinner07.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
268,13241,9,,,16,,,33,,,59,,,,,,base01.ai,free05.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner02.ai,nonwinner03.ai,1,3
236,3622,6,,,,,,34,,,,50,57,61,,,base03.ai,free02.ai,eeyore04.ai,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner02.ai,nonwinner09.ai,1,3
316,7158,,8,14,28,,,41,,,50,,,67,,,base03.ai,eeyore01.ai,,,,,,,1,3
280,6905,15,,,23,,,37,,,47,,,,,,base01.ai,free05.ai,,,,,,,1,3
286,3887,7,,,,26,29,37,,,52,,,,68,73,base03.ai,eeyore02.ai,eeyore05.ai,,,,,,1,3
200,20935,,2,7,,20,27,,40,33,,50,57,,66,73,base02.ai,,,,,,,,1,3
353,22928,9,,,23,,,32,,,52,,,63,,,base01.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
347,19512,7,,,20,,,,40,42,51,,,64,,,base03.ai,eeyore03.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner01.ai,1,4
152,21138,,3,7,,30,26,,31,43,,51,57,,74,67,base02.ai,,,,,,,,1,4
324,6387,,4,11,30,,,34,,,57,,,73,,,base03.ai,eeyore01.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner04.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner05.ai,1,4
385,22920,4,,,17,,,39,,,47,,,68,,,base01.ai,,,,,,,,1,4
263,16232,3,,,18,,,36,,,55,,,,,,base01.ai,free05.ai,,,,,,,1,4
204,3767,,12,10,,24,27,,42,39,,51,53,,64,66,base02.ai,,,,,,,,1,4
377,10555,13,,,30,,,39,,,51,,,64,,,base01.ai,,,,,,,,1,4
239,15343,,10,12,22,,,41,,,56,,,,,,base03.ai,eeyore01.ai,free05.ai,,,,,,1,4
34,3236,,1,7,,,16,,31,33,,46,48,,68,,base02.ai,free02_a.ai,free05_b.ai,,,,,,1,4
255,14494,10,,,,,,41,,,50,,,61,,,base01.ai,free02.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner02.ai,nonwinner06.ai,1,4
238,8955,,3,14,,,,40,,,53,,,61,,,base03.ai,eeyore01.ai,free02.ai,,,,,,1,4
56,15414,15,,,,,,,38,45,,51,55,,,,base03.ai,free02.ai,eeyore03.ai,eeyore04.ai,free05.ai,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner04.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner08.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner04.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner05.ai,1,1
321,17683,2,,,24,,,45,,,56,,,,66,75,base03.ai,eeyore05.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner09.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner05.ai,nonwinner09.ai,1,1
343,50,5,,,29,,,,35,37,48,,,74,,,base03.ai,eeyore03.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner07.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner06.ai,nonwinner01.ai,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner04.ai,nonwinner03.ai,1,2
383,21928,3,,,26,,,39,,,55,,,61,,,base01.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner09.ai,nonwinner03.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner06.ai,nonwinner08.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner01.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner07.ai,1,2
114,18069,11,,,,,,39,,,48,,,,,,base01.ai,free02.ai,free05.ai,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner06.ai,nonwinner02.ai,1,2
260,265,14,,,25,,,40,,,60,,,,,,base01.ai,free05.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner06.ai,nonwinner05.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner09.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner05.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner04.ai,nonwinner05.ai,1,3
262,12639,5,,,,,,43,,,55,,,61,,,base01.ai,free02.ai,,,,,,,1,3
142,51,,3,10,,29,16,,32,31,,59,55,,73,74,base02.ai,,,,,,,,1,3
167,14197,,12,13,,21,16,,32,43,,55,57,,72,67,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner05.ai,nonwinner02.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner09.ai,nonwinner01.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner03.ai,nonwinner05.ai,1,3
364,15051,8,,,27,,,41,,,47,,,66,,,base01.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner04.ai,nonwinner08.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner06.ai,nonwinner04.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner07.ai,nonwinner06.ai,1,3
235,19613,,2,4,29,,,39,,,60,,,,,,base03.ai,eeyore01.ai,free05.ai,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner04.ai,1,4
292,8840,,4,14,18,,,,38,45,56,,,64,,,base03.ai,eeyore01.ai,eeyore03.ai,,,,,,1,4
394,9192,9,,,20,,,38,,,47,,,73,,,base01.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner05.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner03.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner05.ai,nonwinner03.ai,1,4
151,8418,,2,15,,30,23,,40,41,,50,59,,65,74,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner02.ai,nonwinner01.ai,1,4
181,21652,,4,2,,25,28,,42,36,,49,48,,71,74,base02.ai,,,,,,,,1,4
351,13116,7,,,20,,,36,,,57,,,62,,,base01.ai,,,,,,,,1,4
20,25659,,13,10,,16,,,34,,,54,48,,,73,base02.ai,free02_b.ai,free03_b.ai,free05_a.ai,,,,,1,4
3,14550,,,5,,28,,,36,44,,46,51,,70,,base02.ai,free01_a.ai,free02_b.ai,free05_b.ai,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner09.ai,1,4
112,3186,1,,,,,,36,,,54,,,,,,base01.ai,free02.ai,free05.ai,,,,,,1,1
95,10040,,4,14,,26,28,,41,32,,47,52,,67,,base02.ai,free05_b.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner03.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner09.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner08.ai,nonwinner02.ai,1,1
82,15887,,6,1,,,29,,43,32,,55,48,,63,74,base02.ai,free02_a.ai,,,,,,,1,1
141,14552,,7,1,,20,19,,33,36,,57,47,,71,61,base02.ai,,,,,,,,1,1
349,8031,11,,,,29,30,40,,,56,,,62,,,base03.ai,eeyore02.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner05.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
273,400,1,,,28,,,39,,,56,,,,,,base01.ai,free05.ai,,,,,,,1,1
